NomeLoja;EnderecoWeb;Endereco;Cidade;CEP;CNPJ;Horario;GrupoCardapio;0;1
Jr Lanches;https://www.ifood.com.br/delivery/abreu-e-lima-pe/jr-lanches-desterro/7a82d850-7ba8-44d3-911b-b9c628c2df60;Rua Luiz Inácio da Silva, 25 - Desterro;Abreu e Lima - PE;53570-024;36.512.679/0001-45;['Segunda-feira - 16:00 às 23:30', 'Terça-feira - 16:00 às 23:30', 'Quarta-feira - 16:00 às 23:30', 'Quinta-feira - 16:00 às 23:30', 'Sexta-feira - 16:00 às 23:30', 'Sábado - 16:00 às 23:30', 'Domingo - 04:00 às 05:00 - 16:00 às 23:30'];['caldinho', 'empadas salgadas', 'fritura', 'hamburgue artesanal', 'hambúrguer goumet', 'salgados', 'bebidas', 'vitaminas'];;
R&j Refeições;https://www.ifood.com.br/delivery/abreu-e-lima-pe/rj-refeicoes-desterro/2ce829d6-da45-4edd-a168-86be61a46102;Rua Luiz Inácio da Silva, 137 - Desterro;Abreu e Lima - PE;53570-024;39.621.074/0001-80;['Segunda-feira - 10:30 às 15:00 - 18:00 às 23:00', 'Terça-feira - 10:30 às 15:00 - 18:00 às 23:00', 'Quarta-feira - 10:30 às 15:00 - 18:00 às 23:00', 'Quinta-feira - 10:30 às 15:00 - 18:00 às 23:00', 'Sexta-feira - 10:30 às 15:00 - 18:00 às 23:00', 'Sábado - 10:30 às 15:00 - 18:00 às 23:00', 'Domingo - 11:00 às 14:00 - 18:00 às 23:00'];['prato do dia', 'pratos montados'];;
Panquecas Delivery;https://www.ifood.com.br/delivery/abreu-e-lima-pe/panquecas-delivery-desterro/69792e2c-ab38-45ba-b9a2-301680b63cad;Rua Rosa Pereira da Cruz, 23 - Desterro;Abreu e Lima - PE;53565-560;40.846.880/0001-36;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - 18:00 às 23:00', 'Domingo - Não abre'];['bebidas'];;
Cia do Sabor Igarassu;https://www.ifood.com.br/delivery/igarassu-pe/cia-do-sabor-igarassu-agamenon-magalhaes/1bceac7e-811c-479c-8d88-3272f6b9687b;Avenida Italia, 87 - Agamenon Magalhães;Igarassu - PE;53640-590;30.276.450/0001-72;['Segunda-feira - 18:00 às 21:45', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];['pegue seu código de r$10 de desconto', 'sanduíches', 'pastéis recheados', 'salgados', 'açaí', 'acompanhamentos', 'bebidas refrigerantes', 'sucos'];;
Baião  de Dois;https://www.ifood.com.br/delivery/abreu-e-lima-pe/baiao--de-dois-desterro/0846edc3-9587-4d2d-b7a9-e63c668f5337;Rua Boa Sorte, 701 - Desterro;Abreu e Lima - PE;53570-110;34.124.183/0001-79;['Segunda-feira - 00:00 às 04:00 - 10:00 às 23:59', 'Terça-feira - 00:00 às 04:00 - 10:00 às 23:59', 'Quarta-feira - 00:00 às 04:00 - 10:00 às 23:59', 'Quinta-feira - 00:00 às 04:00 - 10:00 às 23:59', 'Sexta-feira - 00:00 às 04:00 - 10:00 às 23:59', 'Sábado - 00:00 às 04:00 - 10:00 às 23:59', 'Domingo - 10:00 às 23:59'];['pratos'];;
Pimenta Rosa Delivery;https://www.ifood.com.br/delivery/abreu-e-lima-pe/pimenta-rosa-delivery-desterro/166d55f8-d10b-4536-b9d4-713626e50cde;Travessa Doutor Walter Bellian, 55 - Desterro;Abreu e Lima - PE;53570-021;36.151.988/0001-37;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Sexta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Sábado - 11:00 às 15:00 - 18:00 às 23:00', 'Domingo - 11:00 às 15:00 - 18:00 às 23:00'];['cuscuz '];;
The Best Açaíteria & Hambúrgueria;https://www.ifood.com.br/delivery/igarassu-pe/the-best-acaiteria--hamburgueria-sitio-historico/581af570-8425-49eb-9529-026d05235522;Rua Marechal Hermes, 30 - Sítio Histórico;Igarassu - PE;53610-550;40.748.263/0001-06;['Segunda-feira - 16:30 às 22:30', 'Terça-feira - 16:30 às 22:30', 'Quarta-feira - 16:30 às 22:30', 'Quinta-feira - 16:30 às 22:30', 'Sexta-feira - 16:30 às 22:30', 'Sábado - 16:30 às 22:30', 'Domingo - 16:00 às 22:30'];['hambúrgueres artesanais', 'combos', 'açai', 'bebidas'];;
Culinária do Chef;https://www.ifood.com.br/delivery/abreu-e-lima-pe/culinaria-do-chef-desterro/bce5f658-31f0-4089-8073-15b1f7000ca7;Rua Alameda Algodão do Mato, 337 - Desterro;Abreu e Lima - PE;53575-108;36.963.811/0001-35;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - Não abre'];['salgados', 'hambúrgueres', 'bebidas'];;
Rei Burguer;https://www.ifood.com.br/delivery/igarassu-pe/rei-burguer-agamenon-magalhaes/c4215f14-6dfd-4544-b881-97c9d800a727;Rua Arezzo, 7 - Agamenon Magalhães;Igarassu - PE;53640-146;46.342.433/0001-26;['Segunda-feira - Não abre', 'Terça-feira - 18:30 às 23:00', 'Quarta-feira - 18:30 às 23:00', 'Quinta-feira - 18:30 às 23:00', 'Sexta-feira - 18:30 às 23:00', 'Sábado - 18:30 às 23:00', 'Domingo - 18:00 às 23:00'];['destaques', 'hambúrguer tradicional', 'almoço', 'petiscos', 'espetinhos'];;
Delícias da Dani;https://www.ifood.com.br/delivery/igarassu-pe/delicias-da-dani-agamenon-magalhaes/2393573c-9738-4961-bc12-653d91e00122;Rua Malta, 37 - Agamenon Magalhães;Igarassu - PE;53640-022;39.409.764/0001-70;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - 12:15 às 17:45', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - Não abre'];['salgados'];;
Pizzaria Rosas de Italia;https://www.ifood.com.br/delivery/igarassu-pe/pizzaria-rosas-de-italia-santa-maria/c3059c35-937f-4226-b723-5c72752895aa;Rua Malta, 73 - Santa Maria;Igarassu - PE;53640-022;18.175.438/0001-76;['Segunda-feira - Não abre', 'Terça-feira - 11:00 às 14:00 - 17:45 às 21:45', 'Quarta-feira - 11:00 às 14:00 - 17:45 às 21:45', 'Quinta-feira - 11:00 às 14:00 - 17:45 às 21:45', 'Sexta-feira - 11:00 às 14:00 - 17:00 às 22:00', 'Sábado - 11:00 às 14:00 - 17:00 às 22:00', 'Domingo - 11:00 às 14:00 - 17:00 às 22:00'];['bebidas', 'porções'];;
Açai Delais;https://www.ifood.com.br/delivery/abreu-e-lima-pe/acai-delais-fosfato/8c570553-28d0-4248-890f-e4247c8b0577;Rua Dom Pedro Primeiro, 3 - Fosfato;Abreu e Lima - PE;53585-760;47.971.979/0001-09;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 11:00 às 18:00'];['adicionais', 'açaí na tigela'];;
Piratas Burguer Oficial;https://www.ifood.com.br/delivery/abreu-e-lima-pe/piratas-burguer-oficial-matinha/5b32556f-61a8-41a8-b81b-5f734397ecaa;Rua Sebastião Gomes de Melo, 349 - Matinha;Abreu e Lima - PE;53585-200;43.240.579/0001-72;['Segunda-feira - 00:00 às 01:00 - 17:30 às 23:59', 'Terça-feira - 00:00 às 01:00 - 17:30 às 23:59', 'Quarta-feira - 00:00 às 01:00 - 17:30 às 23:59', 'Quinta-feira - 00:00 às 01:00', 'Sexta-feira - 17:30 às 23:59', 'Sábado - 00:00 às 01:00 - 17:30 às 23:59', 'Domingo - 00:00 às 01:00 - 17:30 às 23:59'];['clone de pizzas', 'balde de frango crocante', 'pizzas', 'petiscos', 'hambúrguer', 'combos de hambúrguer', 'açais', 'bebidas'];;
Doce Infância & Cia;https://www.ifood.com.br/delivery/igarassu-pe/doce-infancia--cia-agamenon-magalhaes/11c8c4e3-691f-474b-9fa1-1e68643b2767;Rua Cerejeira, 192 - Agamenon Magalhães;Igarassu - PE;53640-086;36.253.751/0001-67;['Segunda-feira - Não abre', 'Terça-feira - 11:00 às 22:00', 'Quarta-feira - 11:00 às 22:00', 'Quinta-feira - 12:00 às 22:00', 'Sexta-feira - 12:00 às 22:00', 'Sábado - 12:00 às 22:00', 'Domingo - 11:00 às 21:00'];['lanches da tarde'];;
Guria Nordestina Confeitaria Gaúcha;https://www.ifood.com.br/delivery/abreu-e-lima-pe/guria-nordestina-confeitaria-gaucha-matinha/14d5acc6-c9ee-4f58-917b-d43963ed8e46;Rua Sebastião Gomes de Melo, 3 - Matinha;Abreu e Lima - PE;53585-200;46.086.516/0001-00;['Segunda-feira - 16:00 às 23:59', 'Terça-feira - 16:00 às 23:59', 'Quarta-feira - 16:00 às 23:59', 'Quinta-feira - 16:00 às 23:59', 'Sexta-feira - 16:00 às 23:59', 'Sábado - 16:00 às 23:59', 'Domingo - Não abre'];['copo de felicidade', 'empada na marmita'];;
Coxinhas Abreu;https://www.ifood.com.br/delivery/abreu-e-lima-pe/coxinhas-abreu-matinha/9097a3f7-beca-4155-989e-b67903091cb7;Rua Sebastião Gomes de Melo, 74 - Matinha;Abreu e Lima - PE;53585-200;37.114.157/0001-58;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - 16:00 às 23:00', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - 11:00 às 14:00 - 16:00 às 23:00'];['refrigerantes', 'coxinhas de frango', 'lasanha sabores'];;
Cris Açaiteria;https://www.ifood.com.br/delivery/igarassu-pe/cris-acaiteria-santa-rita/b3c5f34c-8ba4-4453-9e3e-b0123d51f321;Rua José Antônio de Santana, 140 - Santa Rita;Igarassu - PE;53620-763;46.592.718/0001-15;['Segunda-feira - 12:00 às 15:00 - 19:00 às 23:00', 'Terça-feira - 12:00 às 15:00 - 17:30 às 22:00', 'Quarta-feira - 12:00 às 15:00 - 17:30 às 22:00', 'Quinta-feira - 12:00 às 15:00 - 17:30 às 22:00', 'Sexta-feira - 11:00 às 15:00 - 17:30 às 22:00', 'Sábado - 12:00 às 22:00', 'Domingo - 12:00 às 22:00'];['destaques', 'açaí tradicional'];;
Jj Galetos;https://www.ifood.com.br/delivery/abreu-e-lima-pe/jj-galetos-boa-esperanca/487de182-cf49-4bc4-9e7b-316e4c01580d;Rua Silva Jardim, 103 - Boa Esperança;Abreu e Lima - PE;53580-370;42.614.017/0001-89;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - 09:00 às 17:00', 'Sexta-feira - Não abre', 'Sábado - 09:00 às 22:00', 'Domingo - 09:00 às 21:00'];['galeto', 'bebidas', 'almoço'];;
China Yakibium;https://www.ifood.com.br/delivery/abreu-e-lima-pe/china-yakibium-desterro/a111ff44-adbd-4626-88f5-4de4b0f36c21;Rua Manoel de Santana, 304 - Desterro;Abreu e Lima - PE;53570-145;39.746.908/0001-84;['Segunda-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Terça-feira - 11:00 às 23:00', 'Quarta-feira - 11:00 às 23:00', 'Quinta-feira - 11:00 às 23:00', 'Sexta-feira - 11:00 às 23:00', 'Sábado - 11:00 às 23:00', 'Domingo - 11:00 às 23:00'];['comida chinesa'];;
Luddy's Patisserie;https://www.ifood.com.br/delivery/abreu-e-lima-pe/luddys-patisserie-boa-esperanca/d1eaa1a6-0f4e-45ac-a4dd-d8c98fa714b1;Rua Silva Jardim, 54 - Boa Esperança;Abreu e Lima - PE;53580-370;42.196.773/0001-35;['Segunda-feira - Não abre', 'Terça-feira - 15:00 às 21:30', 'Quarta-feira - 15:00 às 21:30', 'Quinta-feira - 15:00 às 21:30', 'Sexta-feira - 15:00 às 21:30', 'Sábado - 15:00 às 21:30', 'Domingo - 15:00 às 21:30'];['destaques', 'donuts', 'bolo caseirão', 'bolo de pote', 'bolo vulcão', 'sanduiche de brownie', 'brownie', 'copo explosão', 'coxinha', 'croissant', 'docinhos', 'empada', 'monocheesecake', 'monoporção', 'pão delícia', 'tartelette', 'torta premium', 'torta tradicional', 'para levar', 'para beber', 'folhado'];;
O Tempero Regional;https://www.ifood.com.br/delivery/abreu-e-lima-pe/o-tempero-regional-matinha/7f99f6e5-1cc1-4d4f-b2d7-fa7e448a5014;Leonildo Pessoa, 8 - Matinha;Abreu e Lima - PE;53570-145;31.346.750/0001-43;['Segunda-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Terça-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Quarta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Quinta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Sexta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Sábado - 11:00 às 15:00 - 18:00 às 23:00', 'Domingo - 11:00 às 15:00 - 18:00 às 23:00'];['pratos do dia'];;
Donna Irene Café;https://www.ifood.com.br/delivery/igarassu-pe/donna-irene-cafe-centro/e749a126-ad8c-4862-8b4f-69d2b915281e;Rua Doutor Jose Elisio, 94 - Centro;Igarassu - PE;53610-060;31.645.126/0001-47;['Segunda-feira - 09:00 às 21:00', 'Terça-feira - 09:00 às 21:00', 'Quarta-feira - 09:00 às 21:00', 'Quinta-feira - 09:00 às 21:00', 'Sexta-feira - 09:00 às 21:00', 'Sábado - 17:30 às 22:00', 'Domingo - Não abre'];['salgados', 'café', 'águas', 'refrigerantes', 'sucos', 'açaí'];;
Lone Açai;https://www.ifood.com.br/delivery/abreu-e-lima-pe/lone-acai-matinha/9ec64ea6-9c69-4363-a1c2-5cbb48bf8866;Rua Henrique Dias, 360 - Matinha;Abreu e Lima - PE;53565-350;35.003.994/0001-84;['Segunda-feira - Não abre', 'Terça-feira - 09:00 às 18:00', 'Quarta-feira - 09:00 às 18:00', 'Quinta-feira - 09:00 às 18:00', 'Sexta-feira - 09:00 às 18:00', 'Sábado - 09:00 às 18:00', 'Domingo - 00:00 às 03:00 - 09:00 às 17:00'];['petiscos', 'vinhos', 'refrigerantes', 'destilados', 'outros', 'açai'];;
Tapioca Raízes do Sertão;https://www.ifood.com.br/delivery/abreu-e-lima-pe/tapioca-raizes-do-sertao-boa-esperanca/18493413-ed78-4e5f-9ec0-41a039be6580;Rua Vinte e Quatro de Agosto, 41 - Boa Esperança;Abreu e Lima - PE;53580-390;12.071.160/0001-00;['Segunda-feira - 19:00 às 19:45', 'Terça-feira - 16:45 às 19:30', 'Quarta-feira - 08:00 às 10:00 - 16:45 às 19:45', 'Quinta-feira - 08:00 às 10:00 - 16:45 às 19:45', 'Sexta-feira - 16:45 às 19:30', 'Sábado - Não abre', 'Domingo - Não abre'];['salgados', 'tapiocas salgadas', 'tapiocas doces', 'bebidas'];;
Fred's Pizza;https://www.ifood.com.br/delivery/abreu-e-lima-pe/freds-pizza-alto-sao-miguel/d2d5f37a-b4c4-437d-baa1-447fdb26fe34;Rua Henrique Dias, 612 - Alto São Miguel;Abreu e Lima - PE;53565-350;22.201.566/0001-14;['Segunda-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Terça-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Quarta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Quinta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Sexta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Sábado - 11:00 às 15:00 - 18:00 às 23:00', 'Domingo - 11:00 às 15:00 - 18:00 às 23:00'];['pizzas', 'calzones'];;
Tavares Burguer;https://www.ifood.com.br/delivery/igarassu-pe/tavares-burguer-agamenon-magalhaes/502b198a-3435-4ed6-8dcd-2f04b2f7c06a;Rua Frei Galvão, 144 - Agamenon Magalhães;Igarassu - PE;53640-203;42.369.320/0001-63;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - Não abre'];['destaques', 'smashs', 'os desejados', 'combos especiais', 'batatas', 'refrigerantes'];;
Kit Festa Bem Casado Salgaderia e Doceria;https://www.ifood.com.br/delivery/abreu-e-lima-pe/kit-festa-bem-casado-salgaderia-e-doceria-boa-esperanca/bafe48ca-3bb4-4a4e-b6ee-639a2e210928;Rua Rio Solimões, 976 - Boa Esperança;Abreu e Lima - PE;53580-320;26.426.220/0001-75;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - Não abre'];['combo', 'salgados', 'doces', 'refrigerante lata350ml'];;
Sucfit;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sucfit-matinha/23ec4a81-5df1-4a80-b0fa-44803e27e36b;Avenida Salgueiro, 0 - Matinha;Abreu e Lima - PE;53585-255;32.344.596/0001-33;['Segunda-feira - 08:00 às 19:30', 'Terça-feira - 08:00 às 19:30', 'Quarta-feira - 08:00 às 19:30', 'Quinta-feira - 08:00 às 19:30', 'Sexta-feira - 08:00 às 19:30', 'Sábado - 08:00 às 19:30', 'Domingo - Não abre'];['sucos'];;
Doce Cacau;https://www.ifood.com.br/delivery/abreu-e-lima-pe/doce-cacau-matinha/d96b8719-b53c-4e71-afdd-49719397a897;Rua Araramar, 114 - Matinha;Abreu e Lima - PE;53585-070;46.751.922/0001-31;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - 14:45 às 22:30', 'Domingo - 10:00 às 22:30'];['destaques', 'cupom', 'escodidinho', 'bebidas'];;
Le Doceria;https://www.ifood.com.br/delivery/abreu-e-lima-pe/le-doceria-matinha/ea96575d-aaf9-4c9b-8ef8-495e313567fa;Avenida Salgueiro, 456 - Matinha;Abreu e Lima - PE;53585-255;40.221.424/0001-09;['Segunda-feira - 10:00 às 17:00', 'Terça-feira - 10:00 às 17:00', 'Quarta-feira - 10:00 às 17:00', 'Quinta-feira - 10:00 às 17:00', 'Sexta-feira - 10:00 às 17:00', 'Sábado - 10:00 às 17:00', 'Domingo - 10:00 às 18:00'];['cupons', 'amor em forma de doce'];;
Cheff Lanches;https://www.ifood.com.br/delivery/igarassu-pe/cheff-lanches-centro/5699b884-c0d8-40bf-a1bd-6f329ec8fdbf;Rua Joaquim Nabuco, 241 - Centro;Igarassu - PE;53610-266;43.079.502/0001-62;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];['combos', 'hot-dog', 'hambúrguers', 'salgados', 'bebidas'];;
Galeto do Neto;https://www.ifood.com.br/delivery/igarassu-pe/galeto-do-neto-agamenon-magalhaes/484972ae-6571-4465-bf7a-c676fcee5ec1;Rua dos Prazeres, 204 - Agamenon Magalhães;Igarassu - PE;53640-150;43.578.073/0001-78;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - 09:30 às 13:45'];['galetos premium simples', 'galeto premium completo', 'feijoada', 'bebidas'];;
Big Lanches;https://www.ifood.com.br/delivery/igarassu-pe/big-lanches-centro/d6b1b94d-0659-4ff3-a28b-e80fbe790f4e;Avenida Santina Gomes de Andrade, 9 - Centro;Igarassu - PE;53610-270;06.060.217/0001-73;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];['combo', 'sanduiche', 'pizza', 'refrigerante'];;
Shirley Rocha Cakes;https://www.ifood.com.br/delivery/igarassu-pe/shirley-rocha-cakes-agamenon-magalhaes/f1f434df-9a5f-4cad-a16b-16b3a1c760e6;Rua Samaritana, 55 - Agamenon Magalhães;Igarassu - PE;53640-716;48.250.588/0001-68;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - 15:00 às 21:00', 'Sábado - 15:00 às 21:00', 'Domingo - 15:00 às 21:00'];"['promoção ""cupom de r$10""', 'fatias slice', 'mini vulcão', 'mini bolo de noiva']";;
Espetinho do Irmão;https://www.ifood.com.br/delivery/abreu-e-lima-pe/espetinho-do-irmao-alto-sao-miguel/e8cede67-e4f4-4778-ab67-7ac7fbc3addd;Br, 1059 - Alto Sao Miguel;Abreu e Lima - PE;53520-010;40.598.306/0001-06;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - Não abre'];['destaques', 'espetinhos', 'petiscos', 'bebidas', 'mega combos!!'];;
Petiscaria São Miguel;https://www.ifood.com.br/delivery/abreu-e-lima-pe/petiscaria-sao-miguel-alto-sao-miguel/4ee494aa-a3b1-4dc3-a4a3-e1910c4b6ceb;53565360, 125 - Alto São Miguel;Abreu e Lima - PE;53565-360;32.442.878/0001-73;['Segunda-feira - 00:00 às 03:00 - 07:00 às 23:59', 'Terça-feira - 00:00 às 03:00 - 07:00 às 23:59', 'Quarta-feira - 00:00 às 03:00 - 07:00 às 23:59', 'Quinta-feira - 00:00 às 03:00 - 07:00 às 23:59', 'Sexta-feira - 00:00 às 03:00 - 07:00 às 23:59', 'Sábado - 00:00 às 03:30 - 07:00 às 23:59', 'Domingo - 00:00 às 03:30 - 07:00 às 23:59'];['vinhos', 'gelados', 'petiscos', 'bebidas', 'cervejas', 'mercearia'];;
A Casa do Pastel 103;https://www.ifood.com.br/delivery/igarassu-pe/a-casa-do-pastel-103-santa-rita/78369ecd-6911-4fc9-a266-41e6bb54c6a9;Rua Alex Nunes Machado, 103 - Santa Rita;Igarassu - PE;53620-847;45.191.878/0001-90;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - 17:00 às 21:30', 'Sábado - 17:00 às 21:30', 'Domingo - 17:00 às 21:30'];['pastéis da casa'];;
Loja de Conveniência Br Mania;https://www.ifood.com.br/delivery/abreu-e-lima-pe/loja-de-conveniencia-br-mania-centro/2eaf2954-4f68-4025-8c86-27054fa45844;Avenida Duque de Caxias, 1130 - Centro;Abreu e Lima - PE;53510-050;08.594.700/0001-63;['Segunda-feira - 11:00 às 23:00', 'Terça-feira - 11:00 às 23:00', 'Quarta-feira - 11:00 às 23:00', 'Quinta-feira - 11:00 às 23:00', 'Sexta-feira - 11:00 às 23:00', 'Sábado - 11:00 às 23:00', 'Domingo - 11:00 às 23:00'];['cupom de desconto ifood', 'promoção', 'bomboniere', 'petiscos', 'bebidas ean', 'bebidas alcoólicas', 'refrigerantes', 'gelo', 'água', 'sorvetes'];;
Cuscuz e Açai  Regional;https://www.ifood.com.br/delivery/abreu-e-lima-pe/cuscuz-e-acai--regional-santa-rita/9bafc067-2bcb-4ee1-b423-03c004c79fc8;Rua Santa Helena, 20 - Santa Rita;Abreu e Lima - PE;53000-000;21.926.759/0001-70;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - 04:00 às 05:00', 'Domingo - Não abre'];['bebidas', 'clone', 'açaí', 'barca de açaí tradicional', 'barca do seu jeito', 'cremes', 'casadinha'];;
Rekantosushi Temakeria.;https://www.ifood.com.br/delivery/igarassu-pe/rekantosushi-temakeria-agamenon-magalhaes/3b71b21e-346e-4af9-a02a-31e9f6fbebbc;Rua Pica-Pau, 291 - Agamenon Magalhães;Igarassu - PE;53640-460;37.263.609/0001-63;['Segunda-feira - 17:30 às 22:00', 'Terça-feira - 17:45 às 22:00', 'Quarta-feira - 18:00 às 22:00', 'Quinta-feira - 17:45 às 22:15', 'Sexta-feira - 17:30 às 22:15', 'Sábado - 17:30 às 22:00', 'Domingo - 17:30 às 22:15'];['combos..', 'crocantes.', 'yakissoba', 'temakis', 'porções', 'entradas', 'bebidas.'];;
Gloriosa Temakeria;https://www.ifood.com.br/delivery/igarassu-pe/gloriosa-temakeria-agamenon-magalhaes/48434025-a36d-428c-9dc7-4aa95bcc7392;Rua Pica-Pau, 291 - Agamenon Magalhães;Igarassu - PE;53640-460;37.861.197/0001-63;['Segunda-feira - 17:30 às 22:00', 'Terça-feira - 17:30 às 22:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 17:30 às 22:00', 'Sexta-feira - 17:30 às 22:15', 'Sábado - 17:00 às 22:15', 'Domingo - 17:30 às 22:15'];['combos', 'yakisoba g', 'yakisoba media.', 'temaki  natural ( 1 unidade )', 'temaki  hot ( 1 unidade )', 'uramaki ( 10 unidades )', 'supremo', 'hossomaki ( 10 unidades )', 'bebidas', 'especiais'];;
